,CountryName,CountryCode,IndicatorName,IndicatorCode,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
175,Nicaragua,NIC,GDPgrowth,NY.GDP.PCAP.KD.ZG,2.611272808,1.581981809,-0.515149335,1.287031676,4.07723808,2.973677376,2.738080253,3.621787094,1.976214952,-4.681984855,2.892373918,4.764208456,4.9403012,3.405350976,3.278722061,3.295991875,3.080188614,3.156768738,-4.712051831,-5.103263235,-3.126952139,8.819856485
176,Netherlands,NLD,GDPgrowth,NY.GDP.PCAP.KD.ZG,3.453538256,1.557458129,-0.42036774,-0.315789835,1.63118807,1.812699193,3.29494984,3.547359498,1.773356664,-4.161038495,0.824259853,1.078628274,-1.395919336,-0.424178694,1.059101254,1.508266184,1.649315547,2.304284733,1.764937264,1.289889121,-4.418555509,4.315704495
177,Norway,NOR,GDPgrowth,NY.GDP.PCAP.KD.ZG,2.537301756,1.559548852,0.900636375,0.319967274,3.356838854,1.928840748,1.578419866,1.934064976,-0.76815344,-2.958585549,-0.54479433,-0.320026519,1.362984873,-0.180216051,0.826056236,0.957500763,0.18505968,1.500180926,0.453550486,0.067992626,-1.300000154,3.326892341
178,Nepal,NPL,GDPgrowth,NY.GDP.PCAP.KD.ZG,4.399652804,3.134541938,-1.366341192,2.525547293,3.390143328,2.372369836,2.453080468,2.657916634,5.441961372,3.970721477,4.296893276,3.024199013,4.423887439,3.332856103,5.700533238,3.417884305,-0.471182005,7.731269075,6.401863287,5.451916541,-4.086568589,1.864680626
180,New Zealand,NZL,GDPgrowth,NY.GDP.PCAP.KD.ZG,2.302279837,2.856419472,2.871931133,2.506867004,2.493646679,2.161017439,1.634570437,2.071982666,-1.947239582,-1.128572936,0.401460831,1.475074426,1.686306587,1.909382047,2.105283063,1.653420483,1.462776247,1.437253121,1.524290743,0.57930066,-3.406009042,3.058028016
181,OECD members,OED,GDPgrowth,NY.GDP.PCAP.KD.ZG,3.324432007,0.631958843,0.783629368,1.28912842,2.511659706,2.081931886,2.245114332,1.824935963,-0.363156166,-4.035267283,2.321955316,1.354270628,0.75966477,0.864914948,1.403079976,1.76217264,1.160013868,1.877306045,1.781272346,1.242586354,-4.747655847,5.193526813
182,Oman,OMN,GDPgrowth,NY.GDP.PCAP.KD.ZG,5.112373655,3.145227232,-2.294363742,-3.78700569,-0.236292802,0.602059373,3.501312332,2.64675892,6.350043702,4.282881719,-4.793398139,-7.531825013,-1.25807375,-2.522385747,-3.573368028,0.444638517,0.119161082,-2.871323812,-0.018356673,-1.163316683,-2.11716851,3.615164617
184,Pakistan,PAK,GDPgrowth,NY.GDP.PCAP.KD.ZG,1.102322127,0.401431242,-0.031459517,3.486331857,5.169692809,4.244215049,3.699835752,2.6116655,-0.490588214,0.564734298,-0.656496931,0.60228723,1.662633011,2.804256529,3.209994306,3.382018952,4.263753957,3.05478922,4.532445206,0.862674222,-2.97029465,4.551848476
185,Panama,PAN,GDPgrowth,NY.GDP.PCAP.KD.ZG,0.709781117,-1.373882584,0.264941529,2.220107188,5.476504972,5.162896882,6.629931779,9.926766132,7.854774034,-0.57934815,3.95086673,9.350391815,7.843394001,5.038254624,3.249830152,3.907928868,3.148432711,3.793677978,1.963037847,1.342886534,-19.12695904,13.82843564
186,Peru,PER,GDPgrowth,NY.GDP.PCAP.KD.ZG,1.144772992,-0.724689715,4.220570171,3.075842181,3.94011216,5.328379247,6.643046878,7.686264095,8.34694304,0.387889021,7.516169673,5.432110096,5.169761905,4.8333478,1.319201257,2.048956732,2.547867082,0.985513944,2.037249793,0.306641969,-12.2357996,11.96870845
187,Philippines,PHL,GDPgrowth,NY.GDP.PCAP.KD.ZG,2.094018889,0.890742891,1.598835281,2.987189615,4.472464559,2.930610289,3.350809008,4.545525134,2.41093433,-0.401300433,5.418030304,2.024219921,5.049330149,4.964801336,4.642336029,4.587218252,5.265571274,5.064393253,4.548700918,4.376525552,-10.97819414,4.135108744
189,Papua New Guinea,PNG,GDPgrowth,NY.GDP.PCAP.KD.ZG,-5.803412968,-3.454827001,-3.447749165,-1.163395423,-0.579036527,2.979565512,2.119541159,4.499463701,-3.326428164,3.594445214,6.869897321,-1.785403722,1.7897666,1.066371766,10.6123177,3.902031266,2.917343102,1.085312169,-2.571319961,2.145463386,-5.224817586,-1.714148047
190,Poland,POL,GDPgrowth,NY.GDP.PCAP.KD.ZG,5.658674595,1.286507642,2.083135916,3.568268652,5.044290879,3.552334782,6.198413684,7.119690211,4.185772086,2.762525251,3.229049129,4.985722186,1.545464342,0.917452492,3.914705633,4.452883998,2.997773055,5.126896815,5.945420508,4.475505106,-1.848394827,7.277814545
191,Pre-demographic dividend,PRE,GDPgrowth,NY.GDP.PCAP.KD.ZG,2.622172142,1.692238278,2.579847403,-3.485760805,8.513577143,2.895044346,3.226438415,3.181613598,3.271223927,1.552804894,3.415651103,0.988611458,0.477922952,2.703025636,2.060873344,0.322731462,-0.427621307,-1.236481551,-0.270582157,0.377753181,-5.062952045,0.375233152
192,Puerto Rico,PRI,GDPgrowth,NY.GDP.PCAP.KD.ZG,2.98675151,6.086049154,0.78642427,-0.009183943,8.726426357,-1.845460369,-0.991029991,-0.582297438,-1.266583453,-1.416210879,0.092102072,0.80057306,1.24696939,0.842159018,0.436573539,0.706704569,0.666133348,-0.509099449,-0.409307044,1.664238799,-6.913804311,0.758705371
194,Portugal,PRT,GDPgrowth,NY.GDP.PCAP.KD.ZG,3.089054048,1.227263423,0.220542488,-1.301742086,1.545620102,0.595038718,1.441936413,2.305552113,0.174700555,-3.214389967,1.690928415,-1.551468317,-3.667531416,-0.377398249,1.337119967,2.214482885,2.341823216,3.759094389,3.01412373,2.658392606,-8.396854511,5.195667577
195,Paraguay,PRY,GDPgrowth,NY.GDP.PCAP.KD.ZG,-4.178473563,-2.503241441,-1.439257091,3.020120633,2.845729149,1.004272268,3.712646975,4.375543134,5.458654921,-1.265526561,9.823414633,2.942162242,-2.038731097,6.80851345,3.830497925,1.503457647,2.792759759,3.345815987,1.795951631,-1.724202051,-2.148477897,2.780844587
196,West Bank and Gaza,PSE,GDPgrowth,NY.GDP.PCAP.KD.ZG,-10.86318811,-11.59863728,-14.69701374,11.13938499,18.8491815,8.482908417,-3.49430235,1.169825962,4.513711439,5.734576813,3.065654256,6.867834875,3.510367464,2.214850479,-2.471026305,1.372585088,6.446661461,-0.577622802,-1.304814192,-1.151613665,-13.49638697,4.452230335
197,Pacific island small states,PSS,GDPgrowth,NY.GDP.PCAP.KD.ZG,-3.075947671,-0.294923074,0.77687607,0.770019559,2.787213872,1.298285757,1.092374023,-0.881859326,0.790753707,-1.555178266,2.651127572,2.685413096,-0.202311745,2.176425006,2.558679403,2.559087581,2.494261734,2.881262195,1.753470875,-0.063527446,-11.38439306,-4.976531123
198,Post-demographic dividend,PST,GDPgrowth,NY.GDP.PCAP.KD.ZG,3.50399783,1.018690589,1.021835365,1.512990771,2.678477083,2.248832448,2.352282985,1.945740227,-0.237280362,-3.884537036,2.451776889,1.377100296,0.828221693,0.957237183,1.452964013,1.682844164,1.290276874,1.974871806,1.895986631,1.408361793,-4.802156776,5.180090373
199,French Polynesia,PYF,GDPgrowth,NY.GDP.PCAP.KD.ZG,1.555972831,-1.952234885,-0.744711318,0.560718461,-0.525174153,-1.143644079,-3.337148014,-1.008701198,-4.495138075,-4.06909596,-5.224132772,-5.878211034,-2.712582613,-0.111702397,0.404458295,2.768378263,2.748993126,1.437763134,2.079569782,1.698767984,-10.65669714,0.322476752
201,Romania,ROU,GDPgrowth,NY.GDP.PCAP.KD.ZG,2.593975232,6.696673666,7.655869434,3.081963843,11.05911322,5.316506112,8.670675853,8.829648237,11.1442089,-4.726982601,-3.328750364,5.032437581,2.379752336,0.642981501,4.511416855,3.646553566,3.449295219,8.823700768,6.653765808,4.401721366,-3.145541561,5.899213005
202,Russian Federation,RUS,GDPgrowth,NY.GDP.PCAP.KD.ZG,10.46370916,5.546718339,5.182750238,7.787967524,7.632491182,6.806607653,8.554941475,8.685765482,5.246210018,-7.827749977,4.453096398,4.218723339,3.849151935,1.538973517,-1.045262038,-2.183885472,0.01024792,1.709385694,2.815524107,2.243979517,-2.461151415,5.177234865
203,Rwanda,RWA,GDPgrowth,NY.GDP.PCAP.KD.ZG,7.02928178,6.98134379,11.18620986,-0.131817407,4.711812161,6.536955311,6.354797294,4.772686709,8.219957815,3.479417435,4.57249153,5.22392931,6.001713234,2.257654072,3.672777178,6.290324821,3.413249166,1.430599,5.967417432,6.874655217,-5.647522593,8.285556163
204,South Asia,SAS,GDPgrowth,NY.GDP.PCAP.KD.ZG,2.106533504,2.443979895,1.638384616,5.288987498,5.64035249,5.736075434,5.936104803,5.647369429,1.778972143,5.382856206,5.909528608,3.594064313,4.00598501,4.623631731,5.570659343,6.029446436,6.383493391,5.23743266,5.082551446,2.660450542,-6.281213079,6.864233436
205,Saudi Arabia,SAU,GDPgrowth,NY.GDP.PCAP.KD.ZG,2.989460928,-3.619601883,-5.127991761,8.707699558,5.627150948,2.389729574,-1.201288708,-2.077052716,2.232938641,-5.657418038,1.724825325,7.300782396,3.117939638,0.543175055,1.57764616,2.121897448,-0.356957839,-2.996635225,0.098979518,-1.932448198,-4.5897109,3.375072577
206,Sudan,SDN,GDPgrowth,NY.GDP.PCAP.KD.ZG,3.29817914,3.534626661,3.175831597,3.494451685,2.327351127,2.648948123,3.312195908,2.407775788,0.595542525,-5.737535577,0.806213762,6.364974079,-6.662419424,-0.398675964,1.797467159,-1.207998062,0.29878369,-2.515686387,-5.737812284,-4.968250702,-6.250228079,-4.483619626
207,Senegal,SEN,GDPgrowth,NY.GDP.PCAP.KD.ZG,1.470780682,1.857485378,-2.318996909,3.028062941,2.059295773,1.692838859,-0.297866563,0.155202178,1.003708684,0.038174665,0.625915167,-1.387056834,1.205183768,-0.327534793,3.374701174,3.508054186,3.520140277,4.514110596,3.364821604,1.82926307,-1.358275708,3.295473496
208,Singapore,SGP,GDPgrowth,NY.GDP.PCAP.KD.ZG,7.165988202,-3.703665952,2.979229621,6.101275546,8.572205292,4.872093269,5.648343294,4.572986271,-3.415492694,-2.846771949,12.50852155,4.023381649,1.904462237,3.133979149,2.594723155,1.762324686,2.22673004,4.568750821,3.175545099,-0.054554857,-3.843656456,12.19672081
209,Solomon Islands,SLB,GDPgrowth,NY.GDP.PCAP.KD.ZG,-16.41998489,-10.13377894,-5.035048501,4.108525978,5.270962148,4.976765039,1.828551806,1.341652944,3.882826826,0.558443867,7.158309775,4.844317252,-0.068203187,2.599048838,-1.353323068,-0.860529804,2.959649581,0.587961871,0.312349383,-0.623761218,-5.646280663,-2.551286493
210,Sierra Leone,SLE,GDPgrowth,NY.GDP.PCAP.KD.ZG,4.118552789,-11.61000144,19.45672066,5.00683233,3.083639042,1.746805049,1.955655355,5.704019606,2.77326942,0.402529908,2.451945508,3.490319719,12.19215459,17.66060092,1.982214743,-22.48844836,3.520246089,1.700259801,1.046662513,2.827246529,-4.197001501,1.796879524
211,El Salvador,SLV,GDPgrowth,NY.GDP.PCAP.KD.ZG,0.540163417,0.380732463,1.181244427,1.302937571,0.74220719,2.668687066,4.406814542,1.695093983,1.727154033,-2.457255679,1.726346227,3.412532244,2.423101252,1.833120655,1.317499152,2.046016268,2.220085404,1.984211245,2.2543629,2.374265927,-8.359820238,9.904091117
214,Serbia,SRB,GDPgrowth,NY.GDP.PCAP.KD.ZG,6.471472914,7.062707322,6.47847678,4.610065843,9.28288775,5.847869868,5.521892401,6.871969801,6.10631701,-2.340928202,1.136804338,2.845009607,-0.198378899,3.39452352,-1.126397327,2.311015889,3.88118476,2.645985862,5.067594881,4.893094256,-0.240923959,8.569652351
215,Sub-Saharan Africa (excluding high income),SSA,GDPgrowth,NY.GDP.PCAP.KD.ZG,0.83662549,1.562315461,3.531330459,1.37479512,3.745705547,3.178515759,3.21491562,3.261415619,2.280077581,0.197937361,3.076195375,1.374432986,-0.055356065,2.228143058,2.040982084,0.096003328,-1.419800498,-0.233596757,0.023854662,-0.088597064,-4.525454333,1.507607402
217,Sub-Saharan Africa,SSF,GDPgrowth,NY.GDP.PCAP.KD.ZG,0.834620631,1.555507834,3.52608643,1.365552415,3.737811067,3.181166028,3.217734664,3.26529176,2.273718016,0.194873244,3.076190749,1.377833926,-0.056353403,2.228984566,2.040809197,0.098245889,-1.416345607,-0.231708746,0.024432917,-0.087989415,-4.530291811,1.510824255
220,Suriname,SUR,GDPgrowth,NY.GDP.PCAP.KD.ZG,0.279669784,2.405018941,1.084406708,4.587906465,7.056654288,3.356658223,4.617503576,3.932247207,2.974680679,1.859727007,3.995382339,4.686482739,1.592811916,1.86823594,-0.753771107,-4.383405011,-5.893360629,0.511689799,3.86010295,0.05885853,-16.91141207,-3.669022983
221,Slovak Republic,SVK,GDPgrowth,NY.GDP.PCAP.KD.ZG,1.303574953,3.442924098,4.547442893,5.568547022,5.300319492,6.613002933,8.4881893,10.79969452,5.484389094,-5.581436385,6.617228486,2.539157147,1.146520641,0.524660149,2.59757523,5.06728463,1.812607028,2.778454293,3.886398879,2.381049046,-3.457521264,3.233295248
222,Slovenia,SVN,GDPgrowth,NY.GDP.PCAP.KD.ZG,3.365877567,3.054123502,3.377418071,2.898197278,4.292355219,3.618340924,5.409482633,6.383588927,3.346279544,-8.380319592,0.90277138,0.652023243,-2.84370502,-1.163520875,2.667134059,2.133258028,3.116346601,4.747106183,4.076316305,2.73324724,-4.960040833,7.92052575
223,Sweden,SWE,GDPgrowth,NY.GDP.PCAP.KD.ZG,4.598254794,1.177501892,1.864873974,1.929830384,3.927306257,2.44824844,4.075714897,2.675002671,-1.223069578,-5.151262729,5.052678573,2.418988511,-1.321002324,0.333984863,1.644244006,3.390176296,0.7961463,1.195147571,0.772577449,0.957561656,-2.87468419,4.445903958
224,Eswatini,SWZ,GDPgrowth,NY.GDP.PCAP.KD.ZG,0.562746631,-0.00294699,3.445076764,3.096498534,2.946514905,5.393372141,5.416934351,3.831022924,0.279382179,1.099749008,3.318722455,1.743010228,4.82073687,3.222714546,0.246802469,1.499857603,0.302953769,1.240947186,1.57144252,1.897024001,-2.480299705,6.832226163
226,Seychelles,SYC,GDPgrowth,NY.GDP.PCAP.KD.ZG,0.612194923,-2.356613485,-1.834808598,-4.816177606,-2.490007914,8.501897616,7.153344008,9.859154462,-4.310877765,-1.492677442,3.03727602,10.76086855,0.272336638,4.078024723,2.89189815,3.307886129,3.95321554,3.239641159,2.218749465,2.188471964,-8.47735319,6.996883544
229,Chad,TCD,GDPgrowth,NY.GDP.PCAP.KD.ZG,-4.20701537,8.001053927,4.814041637,10.25577118,27.83109465,12.74116064,-2.85311905,-0.167923467,-0.437900442,0.614501316,9.744973037,-3.354074685,5.150612145,2.006313918,3.15098859,-0.453003769,-9.161225856,-6.160905135,-1.026526888,-0.098958561,-4.66133902,-4.276978783
230,East Asia & Pacific (IDA & IBRD countries),TEA,GDPgrowth,NY.GDP.PCAP.KD.ZG,6.565922671,5.983307854,7.0989394,8.018258483,8.232751732,9.09245264,10.20859636,11.63282112,7.806301915,7.192666747,9.129496144,7.820309454,6.656460205,6.397975056,6.129210828,5.879545807,5.787652361,5.894359879,5.831162642,5.186525582,0.81879747,6.898026711
231,Europe & Central Asia (IDA & IBRD countries),TEC,GDPgrowth,NY.GDP.PCAP.KD.ZG,7.490376536,2.685599507,5.094655707,6.160287425,7.789704876,6.544795218,7.713218338,7.45861626,4.18354835,-5.02343618,4.19814887,5.4374439,2.97000749,2.815828314,1.732624878,0.877330311,1.296911057,3.837233872,3.340202908,2.330594553,-1.7590481,6.938996567
232,Togo,TGO,GDPgrowth,NY.GDP.PCAP.KD.ZG,-3.558947271,-1.868706289,1.150877512,3.974642458,-3.544703148,-7.10954805,-0.191993083,-4.0070262,1.136543951,2.632652168,3.302532704,3.61053796,3.806131357,3.430591596,3.273381519,3.127379718,2.967069878,1.803884904,2.446820775,2.947040912,-0.651447665,2.797984032
233,Thailand,THA,GDPgrowth,NY.GDP.PCAP.KD.ZG,3.421814811,2.496283653,5.202479885,6.271893252,5.419952834,3.380060038,4.179335862,4.6348769,0.968009165,-1.401481911,6.793959919,0.190947238,6.554004502,2.065308706,0.432582323,2.644812515,2.977158499,3.749843744,3.886439661,1.893853697,-6.415842078,1.355957001
234,Tajikistan,TJK,GDPgrowth,NY.GDP.PCAP.KD.ZG,6.883574256,7.258658969,8.548267566,8.825128448,8.212584203,4.729870238,5.055225906,5.835861382,5.893088682,1.897164301,4.359555318,5.150687405,5.181983258,5.021062185,4.268557189,3.560193553,4.433560892,4.697553748,5.211017247,4.998074038,2.144234875,6.883403198
236,Latin America & the Caribbean (IDA & IBRD countries),TLA,GDPgrowth,NY.GDP.PCAP.KD.ZG,1.99104382,-1.177997277,-0.897847954,1.269360206,4.148515691,2.79962565,3.883127599,4.223378626,2.720325099,-3.124034096,5.590370438,3.429773195,1.482981359,1.824444484,0.361742729,-0.57739403,-1.192977484,0.956877228,0.765818399,-0.180248739,-7.308817646,6.000128184
238,Middle East & North Africa (IDA & IBRD countries),TMN,GDPgrowth,NY.GDP.PCAP.KD.ZG,4.130207866,0.804144618,1.365012814,0.383171249,5.654983063,2.477704633,3.197271463,4.153142986,1.748611817,0.648757433,3.243449674,-2.993093113,1.788346056,-1.553834088,0.761835148,-1.249831496,3.421821163,1.415587634,-0.031711739,-0.691568118,-4.386108777,2.997002564
239,Tonga,TON,GDPgrowth,NY.GDP.PCAP.KD.ZG,0.265442712,3.138756156,4.248038636,1.714245325,-2.992319306,-0.484588376,-0.672387184,-0.150156521,4.462168404,-5.386686399,0.579134054,6.591955722,0.925330753,0.699172883,2.461694273,1.652378933,6.989392521,3.608636124,0.493856828,0.897435309,0.19936359,-3.368004141
240,South Asia (IDA & IBRD),TSA,GDPgrowth,NY.GDP.PCAP.KD.ZG,2.106533504,2.443979895,1.638384616,5.288987498,5.64035249,5.736075434,5.936104803,5.647369429,1.778972143,5.382856206,5.909528608,3.594064313,4.00598501,4.623631731,5.570659343,6.029446436,6.383493391,5.23743266,5.082551446,2.660450542,-6.281213079,6.864233436
241,Sub-Saharan Africa (IDA & IBRD countries),TSS,GDPgrowth,NY.GDP.PCAP.KD.ZG,0.834620631,1.555507834,3.52608643,1.365552415,3.737811067,3.181166028,3.217734664,3.26529176,2.273718016,0.194873244,3.076190749,1.377833926,-0.056353403,2.228984566,2.040809197,0.098245889,-1.416345607,-0.231708746,0.024432917,-0.087989415,-4.530291811,1.510824255
242,Trinidad and Tobago,TTO,GDPgrowth,NY.GDP.PCAP.KD.ZG,6.488905191,3.673271606,7.343523063,13.79977071,7.345417274,5.595845656,12.56313758,4.15345776,2.802179778,-4.964072472,2.656160519,-0.977117819,5.838182673,3.097657509,2.615540346,-1.402399375,-7.345237982,-5.304881346,-2.590546846,-0.893769279,-7.568382929,-1.514121315
243,Tunisia,TUN,GDPgrowth,NY.GDP.PCAP.KD.ZG,3.596026898,2.739037346,0.324463973,3.683117807,5.219832543,2.529027841,4.288249565,5.732862742,3.261953407,2.048569302,1.926220439,-3.267130183,2.893681767,1.288717988,1.929765049,-0.157956661,0.011379109,1.155580171,1.544968116,0.523944041,-9.465736764,3.461656656
244,Turkiye,TUR,GDPgrowth,NY.GDP.PCAP.KD.ZG,5.385567182,-7.138251276,4.969062414,4.373434322,8.309399699,7.533399484,5.570263162,3.750326616,-0.389113259,-6.015621981,6.990641203,9.733147454,3.252268707,6.645972547,2.876234076,4.04114037,1.571837928,6.100196757,2.085157754,-0.028123353,1.147943989,10.51288036
245,Tuvalu,TUV,GDPgrowth,NY.GDP.PCAP.KD.ZG,-0.950050032,0.176696809,9.660586058,-4.931553669,-3.500431751,-5.815126602,1.233859397,5.886575736,5.3894081,-7.475019216,-3.538283307,5.320730671,-3.516303432,3.736151708,0.17432792,10.63999724,5.903789581,2.011319859,1.407868498,12.8479435,0.478814708,1.74417985
246,Tanzania,TZA,GDPgrowth,NY.GDP.PCAP.KD.ZG,1.604208029,3.230092105,4.333864469,3.876986634,4.631290025,4.542441304,3.589391561,3.819321934,2.846011509,2.671290177,3.625050343,4.649286199,1.509348747,3.605546402,3.459388345,2.674204145,3.220842912,3.25130029,2.140613114,2.656322122,-1.026490973,1.195259315
247,Uganda,UGA,GDPgrowth,NY.GDP.PCAP.KD.ZG,-0.041787423,2.029305566,5.40510273,3.202284984,3.693646482,3.286767765,7.601959559,5.278298227,5.573044281,3.732510339,2.602544562,6.257298379,0.875761039,0.649426228,2.031585585,1.985923773,1.344186746,-0.412239332,2.749030459,2.885708923,-0.423316497,0.264400772
248,Ukraine,UKR,GDPgrowth,NY.GDP.PCAP.KD.ZG,6.971359711,9.949427008,6.344762227,10.40881321,12.64662717,3.829305329,8.301133677,8.863688463,2.79864235,-14.75897466,4.506344824,5.825146656,0.399970156,0.273496006,-4.875249963,-9.443832191,2.854802608,2.810645471,4.016381776,3.793723912,-3.101658589,4.318458481
249,Upper middle income,UMC,GDPgrowth,NY.GDP.PCAP.KD.ZG,5.494347168,2.747981724,3.912832472,5.187829724,7.336956752,6.953339339,8.137794161,8.924326905,5.750926103,1.985718043,7.688623238,6.151398632,5.051526152,4.673649009,3.837689522,3.468682361,3.456404937,4.470034153,4.262985837,3.500134108,-1.031181106,7.065263159
250,Uruguay,URY,GDPgrowth,NY.GDP.PCAP.KD.ZG,-2.324954546,-4.097996624,-7.885543439,0.69075052,4.890119095,7.334976056,3.953910797,6.337655621,6.936003354,3.993184304,7.530255685,4.881023877,3.246526451,4.326613653,2.919729645,0.041679884,1.36367742,1.377292727,0.335943932,0.310434698,-6.140010595,4.453091858
251,United States,USA,GDPgrowth,NY.GDP.PCAP.KD.ZG,2.925440983,-0.039919729,0.756774051,1.916480451,2.895847779,2.533784114,1.796486326,1.044930137,-0.820367899,-3.450015923,1.860291678,0.814519358,1.533102035,1.138692347,1.540380649,1.953004118,0.933375362,1.59713559,2.404867872,1.829668388,-3.697922096,5.820140176
252,Uzbekistan,UZB,GDPgrowth,NY.GDP.PCAP.KD.ZG,2.408081724,2.853468768,2.70878259,3.026728084,6.216411405,5.713013285,6.148245628,7.925723268,7.292860007,6.243041209,4.602330394,4.6775345,5.537338042,5.633700765,5.086104316,5.364816972,4.106072761,2.652484732,3.540796763,3.744517567,-0.053436006,5.318632477
253,St. Vincent and the Grenadines,VCT,GDPgrowth,NY.GDP.PCAP.KD.ZG,1.801564337,1.90223086,5.519476975,7.013934853,4.576987002,3.005377086,7.588435566,3.885155039,0.866999465,-0.950808501,-4.005527482,-0.053088583,1.749451826,3.066102157,1.654738939,3.20029549,4.659682975,2.068147371,3.314669772,0.745631297,-5.048399085,1.643545784
257,Vietnam,VNM,GDPgrowth,NY.GDP.PCAP.KD.ZG,5.601279272,5.106408112,5.233738847,5.805460737,6.444990452,6.47249051,5.946165322,6.105167318,4.631076534,4.318505017,5.293286344,5.283265615,4.379563692,4.42343677,5.293390881,5.877861594,5.618680387,5.909238407,6.467176044,6.392604079,1.937355342,1.699389545
258,Vanuatu,VUT,GDPgrowth,NY.GDP.PCAP.KD.ZG,3.364842775,-5.829386091,-7.586125113,1.70550587,1.459448915,2.784370221,5.886420478,0.433127664,3.070110439,0.571086858,-1.119005997,0.742453227,-1.352753559,-1.908154629,0.694155033,-1.997430873,2.182595853,3.745446327,0.456982334,0.831127737,-7.606209372,-1.896281202
259,World,WLD,GDPgrowth,NY.GDP.PCAP.KD.ZG,3.119439487,0.665480694,0.97895193,1.797787147,3.156430832,2.707025964,3.124182077,3.096774318,0.812084529,-2.546221133,3.278765959,2.08145222,1.452625746,1.552278835,1.845769081,1.861904487,1.607853201,2.208660741,2.158304763,1.519283225,-4.085362132,4.964844074
260,Samoa,WSM,GDPgrowth,NY.GDP.PCAP.KD.ZG,4.066718656,6.509151449,5.029244978,4.757964877,2.740297964,6.326566545,1.726034118,-0.09379094,2.849305251,-1.256816179,5.309181062,2.961063106,-4.593625702,-0.801457579,-0.247106676,2.924962048,6.947334634,0.387482106,-1.591222875,3.365466916,-4.471685199,-8.713423661
263,South Africa,ZAF,GDPgrowth,NY.GDP.PCAP.KD.ZG,3.201510449,1.794442757,2.760877986,2.001993713,3.581230211,4.286771531,4.591102101,4.29764521,2.028404688,-2.702155972,1.817735697,1.873318226,1.04422917,1.099461735,-0.172220609,-0.757928114,-0.309171167,0.766941613,0.285735635,-0.987175237,-7.481092761,3.870315287
264,Zambia,ZMB,GDPgrowth,NY.GDP.PCAP.KD.ZG,1.062291692,2.208315021,1.360081411,3.691827653,3.683416254,3.74143169,4.237999819,4.59126068,3.99309571,5.405935895,6.507553257,2.05909554,4.103279411,1.676100601,1.352928005,-0.312861216,0.561270608,0.331284092,0.89734746,-1.564236877,-5.59573306,1.669096627
265,Zimbabwe,ZWE,GDPgrowth,NY.GDP.PCAP.KD.ZG,-4.027575911,0.789790878,-9.454024651,-17.62184095,-6.466318539,-6.203725289,-4.289336732,-4.582530693,-18.32350275,10.87582136,19.93898151,12.98337974,13.65475039,0.988283016,-0.715190166,-0.132759722,-1.177892602,1.974845568,2.909395136,-8.177320352,-9.670404777,6.271613215
0,Aruba,ABW,GNI,NY.GNP.PCAP.CD,20390.0,20510.0,19290.0,21120.0,24010.0,20370.0,24870.0,23390.0,27580.0,24930.0,23390.0,23400.0,24440.0,25500.0,25790.0,26180.0,26650.0,27720.0,29030.0,30000.0,24590.0,29390.0
1,Africa Eastern and Southern,AFE,GNI,NY.GNP.PCAP.CD,656.1767514,629.8948436,615.7715922,666.3122256,810.7607028,1015.829058,1143.026671,1251.980976,1335.038153,1358.348671,1434.561864,1570.278589,1679.256511,1711.725316,1691.540731,1574.77866,1456.026987,1440.565428,1452.233541,1493.732269,1386.163976,1453.744944
3,Africa Western and Central,AFW,GNI,NY.GNP.PCAP.CD,452.0324419,474.2376526,517.3385937,578.1932875,704.0928942,831.6362917,1017.47713,1185.209238,1430.568749,1497.611477,1555.142811,1590.321609,1763.84695,1923.711925,2096.815123,2004.978658,1771.335338,1587.397582,1604.628244,1663.335667,1644.359873,1707.394011
4,Angola,AGO,GNI,NY.GNP.PCAP.CD,360.0,390.0,590.0,710.0,1010.0,1370.0,1810.0,2460.0,3030.0,3170.0,3220.0,3360.0,4060.0,4650.0,4800.0,3880.0,2450.0,1980.0,1870.0,2040.0,1740.0,1710.0
5,Albania,ALB,GNI,NY.GNP.PCAP.CD,1100.0,1280.0,1370.0,1650.0,2100.0,2620.0,3050.0,3460.0,4040.0,4280.0,4360.0,4410.0,4360.0,4540.0,4540.0,4390.0,4320.0,4290.0,4860.0,5230.0,5260.0,6110.0
9,Argentina,ARG,GNI,NY.GNP.PCAP.CD,7430.0,6960.0,4020.0,3640.0,3360.0,4240.0,5460.0,6480.0,7630.0,7760.0,9270.0,10710.0,11890.0,12870.0,12350.0,12600.0,12220.0,13140.0,12430.0,11220.0,9010.0,9960.0
10,Armenia,ARM,GNI,NY.GNP.PCAP.CD,640.0,690.0,780.0,940.0,1160.0,1500.0,1970.0,2690.0,3510.0,3250.0,3390.0,3470.0,3840.0,4110.0,4170.0,4080.0,3850.0,4070.0,4410.0,4880.0,4470.0,4850.0
12,Antigua and Barbuda,ATG,GNI,NY.GNP.PCAP.CD,10220.0,9980.0,9800.0,10700.0,11650.0,12670.0,14120.0,15460.0,15650.0,13960.0,13030.0,12730.0,13180.0,13040.0,13230.0,13370.0,14170.0,15000.0,16680.0,17310.0,14530.0,15780.0
13,Australia,AUS,GNI,NY.GNP.PCAP.CD,21280.0,20310.0,20200.0,21370.0,25830.0,30730.0,34580.0,37370.0,42380.0,44080.0,46740.0,50400.0,60270.0,66050.0,65180.0,60490.0,54080.0,51490.0,53100.0,54900.0,53620.0,57170.0
